video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
KSiPPWoCEOQ,The Traitors Show Roast Ft Sufi Motiwala & Purav Jha,"We Review traitors show ft purav jha, raftaar, sufi motiwala , rebel kid and much more

#thugesh #puravjha #traitors 

▶️ Main Channel:  @Thugesh 
🎙️Vlog Channel  @realthugesh 
👀Reaction Channel @UnfilteredThugesh 

FOLLOW ME ON:

📸 Instagram: https://www.instagram.com/maheshkeshwala/
🐦  Twitter: https://twitter.com/RealThugesh
📖 Facebook: https://www.facebook.com/thugesh

►DISCLAIMER
Copyright Disclaimer under section 107 of the Copyright Act of 1976, allowance is made for “fair use” for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.

Note- all the comments and jokes made in the video are for the content and the clips and not on the person himself!! thank you :)",2025-06-27T15:23:35Z,UCPtPyb4VvaNqjkbL_tSVFVA,Thugesh,24,"['thugesh', 'thugesh thug life', 'thugesh funny', 'thugesh latest video', 'thugesh new video', 'thugesh roast', 'roast video', 'late night show', 'khabresh', 'funny', 'indian news', 'funniest indian news', 'the thugesh show', 'thugesh show funny', 'thugesh new show', 'roast videos', 'sufi motiwala', 'raftaar', 'purav jha', 'purav jha roast', 'sufi motiwala roast', 'raftaar roast', 'rebel kid', 'rebel kid roast', 'thugesh rebel kid', 'karan kundra', 'traitors show', 'traitors roast']",PT19M33S,hd,false,1981287,85948,0,0,2322
zWC-6EUR_K0,Streets Of India ! | Summer Edition | HardToonz,"📧 **Collaborations & Business Inquiries:**  
Reach us at: hardtoonzpromo@gmail.com

Instagram : https://www.instagram.com/hardto0nz/

🔔 **Stay Updated!**  
Subscribe to Hows Hardy for Shorts:   @Herohardy",2025-06-27T07:24:13Z,UCIPqzmQYnE2HyZyLkoCJ3Iw,HardToonz,1,"['hardtoonz', 'hows hardy', 'streets of india', 'indian middle class', 'hardytoonz']",PT13M45S,hd,false,1987200,90715,0,0,5516
wvb9o-dgyRU,We Made Hottest Room in The World ! क्या हम इसमें ज़िंदा बच पाएंगे?,"Hello guys, is video me humne ek bahut jyada hot room banaya hai.

Our Unboxing Channel- https://www.youtube.com/channel/UCIcKN-VXhkZNpf5DRdHp9JA
Our Shorts Channel- https://www.youtube.com/channel/UC7bZ8U3-WqDzHiyz6Hc6TmA
Follow Me on Instagram- https://www.instagram.com/amit.yt/
Follow Us On Facebook- https://www.facebook.com/CrazyXYZfb/",2025-06-28T09:32:56Z,UCebC4x5l2-PQxg46Ucv9CsA,Crazy XYZ,28,"['hottest room in the world', 'hot room in the world', 'how tom', 'we made hottest room', 'very hot room', 'black room', 'hottest black room', 'crazy xyz hottest room', 'polythene room', 'black polythene room', 'how to make a hot room with sun', 'greenhouse effect experiment', 'hot room experiment', 'crazy xyz experiments', 'best experiments in india', 'the indian unboxer', 'tiu']",PT15M9S,hd,false,2705790,142245,0,0,9724
2Up_fdxxmD8,रणधीर और रेखा का गाना जिसमें रोमांटिक केमिस्ट्री देखने को मिलती है। Kishore Lata Songs| Dharam Karam,"#kishorekumar #latamangeshkar #superhitgaane 

Tu Kahan Gayee Thi | Dharam Karam (1975) | Kishore Kumar, Lata Mangeshkar | Hindi Movie Song

पेश है एक दिल को छू लेने वाला क्लासिक गीत “तू कहाँ गई थी”, जिसे दो महान गायकों किशोर कुमार और लता मंगेशकर ने अपनी आवाज़ दी है। यह गीत फिल्म की सुंदर यादों को जीवंत करता है, जिसमें रेखा और रंधीर कपूर की रोमांटिक केमिस्ट्री देखने को मिलती है।

🔸 Song Credits ✔️
Song Name: Tu Kahan Gayee Thi
Singer Name: Kishore Kumar, Lata Mangeshkar
Movie: Dharam Karam (1975)
Music Director: Rahul Dev Burman
Lyrics: Majrooh Sultanpuri

🔸 Click & Play Amazing Songs from SuperHit Gaana Playlist :

► [4K] Retro Party Compilation's Mix Click Below Link :
     https://youtube.com/playlist?list=PLUOEf-vLOCSkBpS-6qTwrSLOiUUsIMfDV

► Asha Bhosle Songs Click Below Link :
     https://youtube.com/playlist?list=PLUOEf-vLOCSn-dRKox6BVDETUrDMjX5kC

►Lata Mangeshkar 4K Songs Click Below Link 
    https://youtube.com/playlist?list=PLUOEf-vLOCSkQ_KAyU3zGHs0ukxpt28bO

► Old Hindi Songs 4K Click Below Link :
     https://youtube.com/playlist?list=PLUOEf-vLOCSm3r2DaD2aqN5D_0bdtaFmu

► Hindi Songs 4K Quality Click Below Link :
     https://youtube.com/playlist?list=PLUOEf-vLOCSluZfxzE1N4bhK5OKjwdrgX

► Hindi Classic Songs 4K Click Below Link :
    https://youtube.com/playlist?list=PLUOEf-vLOCSmyO3BwOyd3oHslbrPYCEMf

► Bollywood Classic Songs in 4K Click Below Link :
     https://youtube.com/playlist?list=PLUOEf-vLOCSnSZHSpAFAdAbjLM4xaCMV1

🔸 गाने के बोल :  तू कह गई थी तेरा मर जाए सांवरिया

तू कह गई थी तेरा मर जाए सांवरिया
तू कह गई थी तेरा मर जाए सांवरिया
चिड़िया जैसी उड़ती फिरती क्या मस्तानी गुड़िया
तू कह गई थी तेरा मर जाए सांवरिया
तू कह गई थी तेरा मर जाए सांवरिया

तू कह गया था तेरी मर जाए सजनिया
तू कह गया था तेरी मर जाए सजनिया
उल्टा चोर कोतवाल को डांटे हो गई कैसी दुनिया रे
तू कह गया था तेरी मर जाए सजनिया
तू कह गया था तेरी मर जाए सजनिया

कहा मैं गया था, मैं तो गया था करने सेर चमन में
खादी थी वाहा पे एक हसीना मस्ती भर के बदन में
मैं भी जरा फिर उसके गले से लिपाटा पागल पैन मी
आगे इसके लिए कुछ भी नहीं, तू पड़ गई किस उलझन में
तो बाकी रहा क्या
तो बाकी रहा क्या हा यहीं सोचु माई बावरिया
तू कह गई थी तेरा मर जाए सांवरिया

कहा मैं गई थी, मैं तो गई थी करने से पहले गली में
एक रंगीला मिल गया ऐसा उसकी और चली माई
पकड़ी जो उसने मेरी कलायी क्या काहू कैसे खिली माई
आगे इसमें कुछ भी नहीं, तू पड़ गया किस उलझन में
तो बाकी रहा क्या, तो बाकी रहा क्या हो बोलो मेरी गुलाबदानिया
तू कह गया था तेरी मर जाए सजनिया

तेरी कसम है मैं तो गया था प्यारी बात करने
और कसम है मैं भी गई थी तेरे ही पीछे मरने
आगे पीछे कुछ भी नहीं हम पड़ गए किस उलझन में
हम कह गये थे जेन है सारी नगरिया हम कह गये थे
हम कह गये थे जेन है सारी नगरिया हम कह गये थे

🔸Lyrics - tu kaha gayi thi tera mar jaye sawariya

tu kaha gayi thi tera mar jaye sawariya
tu kaha gayi thi tera mar jaye sawariya
chidiya jaisi udti firti kya mastani gudiya
tu kaha gayi thi tera mar jaye sawariya
tu kaha gayi thi tera mar jaye sawariya

tu kaha gaya tha teri mar jaye sajaniya
tu kaha gaya tha teri mar jaye sajaniya
ulta chor kotwal ko dante ho gayi kaisi duniya re
tu kaha gaya tha teri mar jaye sajaniya
tu kaha gaya tha teri mar jaye sajaniya

kaha mai gaya tha, mai to gaya tha karne ser chaman me
khadi thi waha pe ek hasina masti bhar ke badan me
mai bhi zara phir uske gale se lipata pagal pan me
aage iske kuch bhi nahi tu pad gayi kis uljhan me
to baki raha kya
to baki raha kya ha yahi sochu mai bawariya
tu kaha gayi thi tera mar jaye sawariya

kaha mai gayi thi, mai to gayi thi karne ser gali me
ek rangila mil gaya aisa uski aur chali mai
pkadi jo usne meri kalayi kya kahu kaise khili mai
aage iske kuch bhi nahi tu pad gaya kis uljhan me
to baki raha kya, to baki raha kya ho bolo meri gulbdaniya
tu kaha gaya tha teri mar jaye sajaniya

teri kasam hai mai to gaya tha pyari bate karne
aur kasam hai mai bhi gayi thi tere hi pichhe marne
aage pichhe kuch bhi nahi hum pad gaye kis uljhan me
hum kaha gaye the jane hai sari ngariya hum kaha gaye the
hum kaha gaye the jane hai sari ngariya hum kaha gaye the

#superhitgaane #TuKahanGayeeThi #KishoreKumar #LataMangeshkar #KishoreKumarSongs
#LataMangeshkarSongs #Rekha #RandhirKapoor #OldBollywood #BollywoodClassics #GoldenEraBollywood #RomanticSongs #BollywoodRomance

Tu Kahan Gayee Thi | Rekha & Randhir Kapoor Romantic Song | Kishore Kumar & Lata Mangeshkar",2025-06-28T12:00:08Z,UCfkRsx0z8reL_MOqEoEqj9Q,SuperHit Gaane,10,"['hindi movie songs', 'Hindi songs', 'old hindi songs', '90s hits', '70s hits', '80s hits', 'superhit hindi songs', 'old hindi movie songs', 'retro songs hindi', 'best hindi songs', 'hindi purane geet', 'hindi evergreen songs', 'sadabahar gaane', 'Dharam Karam movie songs', 'Tu Kahan Gayee Thi', 'SuperHit Gaane', 'kishore kumar', 'kishore kumar hit songs', 'lata mangeshkar songs', 'dharam karam', 'kishore kumar songs', 'Kishore Kumar songs', 'तू कह गई थी तेरा मर जाए सांवरिया', 'Rekha songs', 'Randhir Kapoor songs']",PT10M,hd,false,290256,1443,0,0,26
nzbib5grGfY,Playing Squid Game With @GamerFleet And @TechnoGamerzOfficial 😍,"Folllow  me on Instagram- https://www.instagram.com/souravjoshivlogs/?hl=en
 
I hope you enjoyed this video

hit likes.
And do subscribe to my channel

Thank you so much for watching

god bless you all.
lots of  ❤️

( For Collaboration - officialsouravjoshivlogs@gmail.com",2025-06-30T02:30:40Z,UCjvgGbPPn-FgYeguc5nxG4A,Sourav Joshi Vlogs,22,"['sourav joshi', 'sourav joshi vlogs', 'family vlogs', 'daily vlogs', 'piyush joshi', 'piyush joshi vlogs', 'sourav joshi arts', 'vlogs', 'family vlog', 'KUNALI', 'KUNALI JOSHI', 'KUNALI JOSHI VLOGS', 'kunali', 'kunali vlogs', 'kunali vlog', 'kunali k toys', 'thailand vlog', 'thailand pohoch gye', 'new car', 'new car delivery', 'taking delievry of new car', 'Maha kumbh', 'Kumbh mela', 'Kumbh mela vlog', 'Finally Taking Delivery Of G-Wagon']",PT12M24S,hd,false,3702646,171614,0,0,3945
jVVwYXV22zg,At Peace (Official Video) Karan Aujla | Latest Punjabi Songs 2025,"Sandeep Rehaan & Karan Aujla Present

Song -  At Peace
Singer/Lyrics/Composer - Karan Aujla
Producers Ikky & Take A Day Trip
Video - Rupan Bal
Marketing - La Music Promotions Co

Film by: Rupan Bal x Dilpreet VFX
Edit, Colour VFX, CGI: DIlpreet VFX x Rupan Bal
Dop- vishal sharma
Grip- habib
Ad 1st - Lakshay
Line  Producer- Jayant sharma, himanshu kapoor, Akshy Kapoor
Costume- Akriya , Aditya 
Art- Himanshu kapoor, Jayant sharma
Production: 9X Production
Additional VFX Golf Ball: Willians Tarrillo
Cup to Tire Transition by: Simar VFX",2025-06-26T12:30:05Z,UCm9SZAl03Rev9sFwloCdz1g,Rehaan Records,10,[],PT2M53S,hd,false,17567947,297531,0,0,19950
tzAMsbrSSQE,Uppum Mulakum 3 | Flowers | EP # 335,"'Uppum Mulakum' returns with its third season, continuing as one of Malayalam TV's longest-running sitcoms. This beloved show blends humor and emotion, depicting the trials and tribulations of a middle-class family. Balachandran and his family are back in action. Let's see what's next!!

ഉപ്പും മുളകും 3 | എല്ലാദിവസവും വൈകുന്നേരം 6.30 ന് ഫ്ളവേഴ്സിൽ
Uppum Mulakum 3 | Everyday at 6.30 pm | Flowers 
#uppummulakum3 

ആസ്വദിക്കാം ഇടവേളകളില്ലാത്ത കാഴ്ച്ചവസന്തം ഫ്‌ളവേഴ്‌സ് ലൈവായി | Flowers LIVE TV  | സബ്സ്ക്രൈബ് ചെയ്യൂ.. ഒപ്പം ചേരൂ...
Join this channel to get access to perks:
https://www.youtube.com/channel/UCmAPdImtXLGh5E-lTTH4Qmg/join 

Our Channel List 

Flowers Comedy -http://j.mp/flowerscomedy
Flowers On Air -http://j.mp/flowersonair

Our Social Media 

Facebook- https://www.facebook.com/flowersonair 
Twitter https://www.twitter.com/flowersonair
Instagram -https://www.instagram.com/flowersonair",2025-06-28T14:30:42Z,UCmAPdImtXLGh5E-lTTH4Qmg,Flowers Comedy,24,"['flowers tv', 'flower tv comedy', 'flower tv malayalam', 'malayalam comedy', 'malayalam comedy movies', 'comedy', 'stage', 'kerala', 'malayalam', 'entertainment', 'malayalam cinema', 'Flowers Comedy', 'Panchagni', 'Sukhamodevi', 'Star Magic', 'Uppum Mulakum 3', 'Surabhiyum Suhasiniyum', 'Voice of Kerala', 'Sorapara', 'Ithu Itemvere', 'flowers exclusive', 'SuSu', 'Top Singer 5', 'flowers events']",PT29M45S,hd,false,1138652,28287,0,0,1516
QOeteyUBFm4,"Bhagya Lakshmi: Malishka Gets Exposed, Rishi-Lakshmi United | Happy Ending | SBB","Bhagya Lakshmi: Malishka Gets Exposed, Rishi-Lakshmi United | Happy Ending | SBB

#saasbahuaurbetiyaan #BhagyaLaxmi  #aishwariyakhare  #rohitsuchanti #onlocation #onlocationshoot


----------------------------------------------------------------------------------------------------------------------------------------

If you like the video please press the thumbs-up button. Also, leave us your valuable feedback in the comments below. For the latest updates on Television News visit us at:  https://bit.ly/3X6E9Y5

Free Subscribe: https://bit.ly/3X6E9Y5
Follow Us On Instagram - https://www.instagram.com/atsbb/
Follow Us on Twitter - https://twitter.com/ATSBB 
Like Us on Facebook - https://www.facebook.com/ATSBBOfficial

Thanks For Watching.",2025-06-29T09:26:47Z,UCPmpyXciSmUXPwdTW_0mbGw,Saas Bahu Aur Betiyaan,24,"['saas bahu beti', 'saas bahu aur beti', 'saas bahu aur betiyaan', 'celeb interviews', 'SBB', 'Aaj Tak']",PT8M15S,hd,false,932734,11065,0,0,441
hbRQ59R6-b8,"Last Team Standing Wins $250,000","Go try Fortnite Reload's new map! Thanks to Epic Games for sponsoring this video
SUBSCRIBE OR YOU'LL HAVE BAD LUCK

New Merch - https://mrbeast.store
Join our discord server for your chance to compete in future Minecraft challenges!
https://discord.gg/mrbeastgaming
----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
--------------------------------------------------------------------",2025-06-28T16:00:31Z,UCIPPMRA040LQr5QPyJEbmXA,MrBeast Gaming,20,[],PT12M42S,hd,true,8545558,225893,0,0,3262
4NzANJR3bZE,Mummy papa ka grand marriage celebration 😍maza aa gya,"Banquet details-BB grand restaurant & banquet hall, Uttam nagar Pillor no 700.
Phone no- 9560085132,9560085142

All men Outfit from- Rocky fashion designer, jail road janakpuri delhi.
Phone no- +91 92509 02280

Pinnu, komal, mummy outfit- Aarfa Creations , A-316 majlis park Shiv mandir vali gali.
Phone no- +91 79823 76670

Guys if you enjoyed this vlog
Don't forget to Subscribe and turn on the
notifications to get notified of our new vlogs.



For business purpose and sponsorship 
contact-
Parasthakralbusiness@gmail.com

Snapchat - Theparasthakral

Paras Instagram
Instagram- https://Instagram.com/theparasthakral

Hriday's Instagram
https://instagram.com/hriday_thakral",2025-06-29T09:52:49Z,UCuchJgGQd4VjLoE3tmasB3Q,Paras Thakral Vlogs,22,"['Paras thakral', 'Paras thakral vlogs', 'hriday thakral vlog', 'hriday vlogs', 'daily vlogs', 'family vlog', 'Sourav joshi vlogs', 'Sourav joshi vlog', 'paras thakral new vlog', 'vlog', 'vlogs', 'Sourav Joshi new vlog', 'vlogger', 'vlogging', 'new vlogs', 'paras bhaiya vlog', 'hriday paras vlogs']",PT54M17S,hd,false,493252,16998,0,0,1085
Bcv4ia3MOsc,Jagannath Rath Yatra 2025 LIVE | Rath Yatra 2025 Live From Puri Jagannath Dham | Puri Festival,"Discover the vibrant and spiritual celebration of the Car Festival, also known as Rath Yatra, held in Puri, Odisha. Join us as we explore the grand procession of Lord Jagannath, Lord Balabhadra, and Goddess Subhadra as they journey from the Jagannath Temple to the Gundicha Temple in majestic chariots. Do like, share and subscribe.

#RathYatra #Puri #LordJagannath #Festival #RathYatra #JagannathRathYatra #PuriFestival #LordJagannath #JagannathPuri #Balabhadra #Subhadra #CarFestival #IndianFestivals #OdishaCulture #spiritualjourney 

Follow us on Twitter: https://twitter.com/DDNational
Like us on Facebook: https://www.facebook.com/DoordarshanNational
Follow us on Instagram: https://www.instagram.com/ddnational
Follow us on Whatsapp Channel: https://whatsapp.com/channel/0029VaEWwQ27NoaADz9bGr0S

DD National blends a healthy mix of entertainment, information and education. All major National events like Republic Day Parade, Independence Day Celebrations, National Award Presentation ceremonies, President and Prime Minister’s addresses to the Nation,  President’s address to the joint session of Parliament, important Parliamentary debates, Budget presentations, involving India and other important sporting encounters are also telecast live.",2025-06-27T13:14:51Z,UCSjPe5kinQtwcyHcFJyyMfw,Doordarshan National,24,"['Rath Yatra 2025 highlights', 'Lord Jagannath Rath Yatra live', 'Jagannath chariot festival Puri', 'Rath Yatra full video', 'Puri Rath Yatra history', 'Rath Yatra celebration India', 'Jagannath Puri 2025', 'Jagannath Temple rituals', 'spiritual festivals of India', 'Indian cultural festivals', 'Puri Rath Yatra drone view', 'Rath Yatra documentary', 'Jagannath Rath Yatra YouTube', 'Puri travel video', 'spiritual India', 'Jagannath Yatra video', 'Odisha Rath Yatra footage', 'Lord Jagannath darshan']",PT10H53M27S,hd,false,1721757,42283,0,0,198
g6gK0gPXkKk,తాగుబోతు తండ్రి🍺 | Emotional Video | Drunk father😒 | Laxmi anil | Srikanth | 5star channel  #viral,"🙏Hi Frnds My New Shortfilm ||  తాగుబోతు తండ్రి🍺🍺|Village Comedy Video😆 |5star Channel | Laxmi | Srikanth || Anil |Village Comedy Video || plz watch like share and Subscribe for more updates.....❤️
 
Direction & Management : 5 Star Laxmi
Story concept :Srikanth Laxmi anil
Editing: 5 Star Srikanth
Camera : Thirumalesh
Casting: 5star laxmi anil ,srikanth,ramya , Siri ,Laddu ,thirmalesh ,Harika ,sandhya harish,vasundhara,hari 

Our Village Location
Village : Kondapur And Ambaripet
Mandal : Velgatoor
District : Jagityal
State : Telangana
………………………………………………………………….

#elacrition
#villageculture
 #villageelactrition
#fatheremotions
#father
#fatherdrunk
#drunk
#villagedrunk
#emotional
#comedyvideo 
#comedy 
#5strachannel
#festivalrangoli 
#festivalmusic 
#festivalsongs
#trending 
#01trendingvideos 
#entertainmentvideos 
#02trendingvideos 
#5Starchannelvideos
#01trendingvideosc
#festival
#villege 
#villege_life 
#villegefestival
#teluguemotional  
#festivals  
#telugu 
#bathukamma videos
#Telugulovestroys
#Entertainmentvideos
#hen 
#chikendinner 
#chiken 
#Comedyvideos
#NewTrendingVideos
#SrikanthVideos
#5StarNewVideos
#FullEmotionalvideos 
#comedy  
#trending 
#entertainmentvideos",2025-06-29T03:31:42Z,UChpUSSTjbH8Ou8wz7wpkCTg,5 STAR,23,"['Creativethinks', 'Myvillageshow', 'Dhoomdhaamchannel', 'Filmoji', 'Funmoji', 'Teluguvideos', 'Tollywood', 'Tvshows', 'Dailynewss', 'Comedyvideos', 'Funnyvideos', 'Teluguvlogs', 'Entertainment videos', 'Pranks', 'Anamikatv', 'Anilgeela', 'Telugu folks', '5starchannel', 'Telugucomedy', 'Trendingvideos', 'Cartoonvideos']",PT26M45S,hd,false,139445,4230,0,0,167
OeaoCsC5v0E,माऊलीच्या मैत्रिणीला चोरांनी खांबाला बांधून टाकलं 🫢,"माऊलीच्या मैत्रिणीला चोरांनी खांबाला बांधून टाकलं|


#madhukarkute",2025-06-27T10:22:22Z,UC5iZg_s9-sp6M0l6NAzVOgw,Madhukar Kute Comedy ,24,['माऊलीच्या मैत्रिणीला चोरांनी खांबाला बांधून टाकलं'],PT3M15S,hd,false,725448,1337,0,0,0
l0FcBZJLY9I,ENE REPEAT - Motion Poster | Tharun Bhascker | Vivek Sagar | Suresh Productions | S Originals,"Mike are you ready to REPEAT! 🔁 

Presenting the captivating Motion Poster of #ENERepeat – a fresh new vibe from Tharun Bhascker. 

Movie : ENE Repeat 
Starring : Vishwak Sen, Sai Sushanth Reddy, Abhiinav Gomatam, Venktesh Kakumanu
Written & Directed by: Tharun Bhascker
Producers : D. Suresh Babu, Srujan Yarabolu, Sandeep Nagireddy
Production Houses : Suresh Productions and S Originals 
Music : Vivek Sagar
DOP : AJ Aaron
Co Director : Upendra Varma 
Editor : Raviteja Girijala 
Executive Producer : Sowmithri N
Line Producer : Srinu Irla
Marketing & Motion Poster : Walls & Trends 
PRO : Vamsi Shekar 

#TharunBhascker #VivekSagar  #Viswaksen #AbhinavGomatam #SushanthReddy   #Venkateshkakumanu  #SureshProductions #SOriginals 

---------------------------

Suresh Productions (Telugu: సురేష్ ప్రొడక్షన్స్) is a film production company, a subsidiary of Rama Naidu Studios, founded by Dr. D. Ramanaidu. The production house of the company is Ramanaidu Studios which is located at Hyderabad. Suresh Productions, is one of India’s largest film production companies with over 50 years of contribution to national and regional cinema.

► Subscribe : http://bit.ly/SureshProSubscribe
► Like : https://www.facebook.com/SureshProductions/
► Follow :  https://twitter.com/SureshProdns",2025-06-29T05:37:01Z,UCU0PnZqMDQ0uvwacGzCX3NA,SureshProductions,1,"['ENE REPEAT - Motion Poster', 'Tharun Bhascker', 'Vivek Sagar', 'Suresh Productions', 'S Originals', 'ENE repeat', 'ee nagaraniki emaindi repeat', 'ENE Repeat movie motion poster', 'tharun bhascker ene repeat', 'vishwak sen', 'Abhinav Gomatam', 'Sushanth Reddy', 'Venkatesh kakumanu', 'ENE Repeat telugu movie', 'ENE Repeat updates', 'ene repeat telugu movie', 'ene repeat movie', 'ENE Repeat movie telugu', 'vivek sagar music', 'tharun bhascker movies', 'tharun bhascker upcoming movie']",PT40S,hd,false,177555,9268,0,0,118
c7VjbWUwTWE,West Indies vs Australia | Australia Tour of West Indies | 2025 | 1st Test | Day 2 | Highlights,"The battle for the Frank Worrell Trophy is on 🏆 Australia tour the West Indies for a fiery 3-Test series filled with legacy, rivalry, and fresh faces.

Shamar Joseph, the hero of 2024, leads a spirited Windies bowling attack against an Aussie side without Labuschagne or Smith for the first time in years. With stars like Cummins, Starc, Alzarri, Head & Shai Hope on display, expect fireworks on the field 🔥

📱 Watch the entire series LIVE & EXCLUSIVE on FanCode
🎥 Full match highlights on the FanCode YouTube channel

Hit the Bell 🔔 icon to never miss an update.

Download the app 👉 http://bit.ly/Download_Fancode

Follow us on:
👉Facebook: https://www.facebook.com/Fancode/
👉Twitter: https://twitter.com/FanCode
👉Instagram: https://www.instagram.com/fancode/
👉Watch Now: https://www.fancode.com/
👉Shop Now: https://fancode.com/shop

#WIvAUS #FrankWorrellTrophy #FanCode #ShamarJoseph #PatCummins #ShaiHope #TravisHead #NathanLyon #TestCricket #WestIndiesCricket #AustraliaCricket #CricketHighlights",2025-06-27T04:02:08Z,UCF10AG_t1AYW3mlmX7g1VJA,FanCode,27,"['FrankWorrellTrophy', 'FanCode', 'ShamarJoseph', 'PatCummins', 'ShaiHope', 'TravisHead', 'NathanLyon', 'TestCricket', 'WestIndiesCricket', 'AustraliaCricket', 'WIvsAUS']",PT11M52S,hd,false,1191889,17492,0,0,936
7EIMs3AR_lY,"Junior Teaser -Telugu | Kireeti, Sreeleela | Genelia | Radha Krishna | DSP |Vaaraahi Chalana Chitram","Watch Junior Teaser -Telugu | Kireeti, Sreeleela | Genelia | Radha Krishna | DSP |Vaaraahi Chalana Chitram

#Junior in cinemas worldwide from July 18th.

#JuniorTeaser #Kireeti #Sreeleela #RadhaKrishna #DeviSriPrasad 

Movie:-Junior
Cast:- Kireeti, Srileela, V.Ravi Chandran, Genelia, Rao Ramesh, Sudharani, Achyut rao, Satya, 
            Viva Harsha
Banner: Vaaraahi Chalana Chitram
Presented by: Sai Sivani
Producer: Rajani Korrapati
A Sai Korrapati Production
Written & Directed by: Radha Krishna
Music: Devi Sri Prasad
Cinematographer: K K Senthil Kumar (ISC)
Production Design: Avinash Kolla
Editor: Niranjan Devaramane
Dialogue writer: Kalyana Chakravarthy Tripuraneni
Lyrics: Srimani, Kalyana Chakravarthy Tripuraneni
Action: Peter Hein,Venkat
Co-director: Rakesh Srinivas
Vfx supervisors: Raghava Thammareddy
Choreographers: Vijay Polaki, Revanth Golamandala
Costume designers: Neetha Lulla, Srimukhi mekala
Sound Design - Pradeep G
Teaser titles : sabari
Publicity Designers: Siva kiran
PRO: Vamsi-Shekar
Line producer: Prasadrao Mula
DI & Sound Mixing : Annapurna Studios
Digital Media Partner & Marketing: SillyMonks
Marketing: First Show
Audio On: Aditya Music 

Music Technicians🎼🎹🎻:

Keyboard - Vikas, Chinna, Ravi

Rhythm - Kalyan

Voice - Yazin 

Teaser  Mixed & Mastered by: A. Uday Kumar
@ ""DSP Studios – Chennai""

Teaser Recorded by: A. Uday Kumar, T. Uday Kumar & Suresh Kumar Taddi
Vocal Supervision: S.P. Abhishek
Orchestra In-Charge: Murugan
Studio Asst: Pugalendhi, Bharat & V. Dhinakaran
Album Co-ordinator: B. Manikandan

For More Updates :
Subscribe @
https://www.youtube.com/user/vaaraahi?sub_confirmation=1
Like @ https://www.facebook.com/Vaaraahi
Follow @ https://twitter.com/VaaraahiCC",2025-06-27T11:49:23Z,UCWKzBXU_5jgyXwmlj04H2dg,Vaaraahi Chalana Chitram,1,"['Vaaraahi Chalana Chitram', 'junior', 'kireeti junior', 'junior teaser', 'junior telugu teaser', 'kireeti movie', 'devi sri prasad', 'sreeleela', 'sreeleela movies', 'genelia', 'genelia songs', 'kireeti movie teaser', 'sai korrapati', 'junior kannada', 'junior telugu', 'junior malayalam', 'junior tamil', 'Junior teaser', 'junior teaser telugu', 'genelia junior movie', 'genelia junior movie teaser', 'sreeleela junior teaser', 'junior sreeleela', 'dsp songs', 'dsp bgm junior', 'junior latest teaser', 'kireeti junior teaser']",PT1M42S,hd,false,3863364,257008,0,0,1878
